cv_id,filename,tier,template,domain,name,seniority,skills_count,experience_count,misc_count,years_exp,pdf_path,gt_path,pdf_exists,gt_exists,time_extract_pymupdf_raw,status_extract_pymupdf_raw,error_extract_pymupdf_raw,time_extract_pymupdf4llm,status_extract_pymupdf4llm,error_extract_pymupdf4llm,time_extract_docling_default,status_extract_docling_default,error_extract_docling_default,time_extract_docling_custom,status_extract_docling_custom,error_extract_docling_custom,chars_pymupdf_raw,chars_pymupdf4llm,chars_docling_default,chars_docling_custom
3254,cv_03254,T2,T2_sidebar_icons,devops,Sharon Sellers,senior,34,3,3,7.9,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/pdfs/cv_03254.pdf,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/ground_truth/cv_03254.json,True,True,0.01,ok,,0.38,ok,,1.11,ok,,4.29,ok,,1680,1818,2122,2340
3122,cv_03122,T2,T2_sidebar_icons,devops,Jacob Cooper,senior,26,2,3,6.8,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/pdfs/cv_03122.pdf,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/ground_truth/cv_03122.json,True,True,0.01,ok,,0.32,ok,,1.27,ok,,1.22,ok,,1941,2151,2130,2140
3956,cv_03956,T2,T2_sidebar_icons,devops,Scott Vazquez,senior,30,3,2,6.6,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/pdfs/cv_03956.pdf,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/ground_truth/cv_03956.json,True,True,0.01,ok,,0.39,ok,,1.14,ok,,4.28,ok,,2136,2320,2633,2854
2534,cv_02534,T2,T2_sidebar_icons,frontend,Kara Fleming,senior,22,3,3,7.5,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/pdfs/cv_02534.pdf,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/ground_truth/cv_02534.json,True,True,0.01,ok,,0.3,ok,,1.13,ok,,6.81,ok,,1746,1903,3140,4785
2792,cv_02792,T2,T2_sidebar_icons,frontend,Luis Jones,lead,29,4,2,9.0,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/pdfs/cv_02792.pdf,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/ground_truth/cv_02792.json,True,True,0.01,ok,,0.33,ok,,1.13,ok,,4.42,ok,,2131,2339,2691,3087
3740,cv_03740,T2,T2_sidebar_icons,frontend,Julie Gibson,senior,21,3,3,7.4,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/pdfs/cv_03740.pdf,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/ground_truth/cv_03740.json,True,True,0.01,ok,,0.36,ok,,1.21,ok,,4.57,ok,,1865,2043,2627,4201
3116,cv_03116,T2,T2_sidebar_icons,frontend,Elijah Jones,lead,23,4,3,8.8,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/pdfs/cv_03116.pdf,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/ground_truth/cv_03116.json,True,True,0.01,ok,,0.34,ok,,1.24,ok,,4.46,ok,,2270,2460,2759,2819
3872,cv_03872,T2,T2_sidebar_icons,frontend,Joe Lester,principal,24,4,3,12.0,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/pdfs/cv_03872.pdf,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/ground_truth/cv_03872.json,True,True,0.01,ok,,0.4,ok,,1.22,ok,,3.45,ok,,2328,2546,2735,2931
4094,cv_04094,T2,T2_sidebar_icons,general_it,Crystal Ball,senior,20,3,3,6.5,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/pdfs/cv_04094.pdf,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/ground_truth/cv_04094.json,True,True,0.01,ok,,0.28,ok,,1.17,ok,,5.1,ok,,1523,1664,2129,8730
4616,cv_04616,T2,T2_sidebar_icons,general_it,Jackson Bass,mid,19,2,2,4.0,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/pdfs/cv_04616.pdf,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/ground_truth/cv_04616.json,True,True,0.01,ok,,0.33,ok,,1.28,ok,,1.36,ok,,1491,1651,1614,1625
4598,cv_04598,T2,T2_sidebar_icons,mobile,Victor Dorsey,mid,19,1,1,4.2,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/pdfs/cv_04598.pdf,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/ground_truth/cv_04598.json,True,True,0.01,ok,,0.26,ok,,1.11,ok,,1.53,ok,,1142,1286,1260,1271
3842,cv_03842,T2,T2_sidebar_icons,mobile,Douglas Hess,lead,26,5,3,10.4,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/pdfs/cv_03842.pdf,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/ground_truth/cv_03842.json,True,True,0.01,ok,,0.39,ok,,1.63,ok,,3.83,ok,,2854,3083,3337,3473
3854,cv_03854,T2,T2_sidebar_icons,mobile,Lisa Price,lead,21,3,2,10.3,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/pdfs/cv_03854.pdf,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/ground_truth/cv_03854.json,True,True,0.01,ok,,0.4,ok,,1.08,ok,,5.59,ok,,1522,1731,2045,3356
4958,cv_04958,T2,T2_sidebar_icons,mobile,Alejandro Williams,principal,20,5,3,13.3,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/pdfs/cv_04958.pdf,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/ground_truth/cv_04958.json,True,True,0.01,ok,,0.4,ok,,1.8,ok,,3.3,ok,,2606,2817,2991,3055
4316,cv_04316,T2,T2_sidebar_icons,product_management,Lisa Goodwin,lead,21,3,2,10.1,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/pdfs/cv_04316.pdf,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/ground_truth/cv_04316.json,True,True,0.01,ok,,0.29,ok,,1.12,ok,,3.32,ok,,1765,1908,2053,2039
3476,cv_03476,T2,T2_sidebar_icons,product_management,Steve Keith,mid,22,3,2,4.0,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/pdfs/cv_03476.pdf,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/ground_truth/cv_03476.json,True,True,0.01,ok,,0.27,ok,,1.12,ok,,4.16,ok,,1242,1367,2230,2111
4154,cv_04154,T2,T2_sidebar_icons,product_management,John Powell,lead,21,4,1,10.2,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/pdfs/cv_04154.pdf,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/ground_truth/cv_04154.json,True,True,0.01,ok,,0.45,ok,,1.16,ok,,5.85,ok,,1790,1998,3713,4104
3986,cv_03986,T2,T2_sidebar_icons,product_management,Anthony Richards,senior,21,3,3,6.4,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/pdfs/cv_03986.pdf,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/ground_truth/cv_03986.json,True,True,0.01,ok,,0.29,ok,,1.18,ok,,3.3,ok,,1784,1948,2071,2153
3086,cv_03086,T2,T2_sidebar_icons,qa_testing,Catherine Stewart,principal,19,4,1,12.2,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/pdfs/cv_03086.pdf,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/ground_truth/cv_03086.json,True,True,0.01,ok,,0.51,ok,,1.19,ok,,4.43,ok,,2033,2269,2519,2487
4376,cv_04376,T2,T2_sidebar_icons,qa_testing,Stephanie Cruz,senior,23,3,1,6.6,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/pdfs/cv_04376.pdf,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/ground_truth/cv_04376.json,True,True,0.01,ok,,0.28,ok,,1.08,ok,,3.27,ok,,1406,1560,1739,1846
2552,cv_02552,T2,T2_sidebar_icons,qa_testing,Michael Johnson,mid,21,3,1,3.5,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/pdfs/cv_02552.pdf,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/ground_truth/cv_02552.json,True,True,0.01,ok,,0.34,ok,,1.12,ok,,3.74,ok,,1615,1783,2000,2041
4715,cv_04715,T2,T2_sidebar_left,backend,Yolanda Henderson,lead,25,3,3,9.5,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/pdfs/cv_04715.pdf,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/ground_truth/cv_04715.json,True,True,0.01,ok,,0.3,ok,,1.16,ok,,1.17,ok,,1859,2034,1969,1980
2561,cv_02561,T2,T2_sidebar_left,backend,Brenda White,lead,23,4,3,9.5,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/pdfs/cv_02561.pdf,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/ground_truth/cv_02561.json,True,True,0.01,ok,,0.43,ok,,1.17,ok,,1.9,ok,,2287,2571,2395,2406
3305,cv_03305,T2,T2_sidebar_left,backend,Ernest Odonnell,mid,22,1,1,2.0,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/pdfs/cv_03305.pdf,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/ground_truth/cv_03305.json,True,True,0.01,ok,,0.32,ok,,1.08,ok,,1.19,ok,,1149,1316,1206,1217
3179,cv_03179,T2,T2_sidebar_left,backend,Kimberly Brown,lead,28,4,3,8.9,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/pdfs/cv_03179.pdf,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/ground_truth/cv_03179.json,True,True,0.01,ok,,0.41,ok,,1.15,ok,,1.23,ok,,2158,2406,2233,2245
2933,cv_02933,T2,T2_sidebar_left,backend,David Mclean,lead,23,4,2,9.7,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/pdfs/cv_02933.pdf,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/ground_truth/cv_02933.json,True,True,0.01,ok,,0.31,ok,,1.23,ok,,2.99,ok,,2133,2268,2480,2635
4541,cv_04541,T2,T2_sidebar_left,backend,Lisa Warren,lead,29,5,3,8.2,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/pdfs/cv_04541.pdf,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/ground_truth/cv_04541.json,True,True,0.01,ok,,0.41,ok,,1.24,ok,,1.3,ok,,2520,2665,2618,2630
2825,cv_02825,T2,T2_sidebar_left,backend,Lori Rogers,senior,25,3,3,6.8,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/pdfs/cv_02825.pdf,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/ground_truth/cv_02825.json,True,True,0.01,ok,,0.3,ok,,1.2,ok,,3.9,ok,,1678,1823,2090,2212
3077,cv_03077,T2,T2_sidebar_left,backend,Jacob Chavez,lead,25,4,2,10.7,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/pdfs/cv_03077.pdf,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/ground_truth/cv_03077.json,True,True,0.01,ok,,0.34,ok,,1.24,ok,,1.3,ok,,2416,2592,2504,2515
4925,cv_04925,T2,T2_sidebar_left,cybersecurity,Thomas Garcia,principal,23,3,1,12.5,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/pdfs/cv_04925.pdf,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/ground_truth/cv_04925.json,True,True,0.01,ok,,0.31,ok,,1.14,ok,,3.74,ok,,1842,1992,2282,2256
3437,cv_03437,T2,T2_sidebar_left,cybersecurity,Derek Austin,mid,24,2,2,3.2,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/pdfs/cv_03437.pdf,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/ground_truth/cv_03437.json,True,True,0.01,ok,,0.28,ok,,1.12,ok,,1.21,ok,,1423,1539,1498,1510
4427,cv_04427,T2,T2_sidebar_left,cybersecurity,John Campbell,senior,21,4,2,7.3,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/pdfs/cv_04427.pdf,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/ground_truth/cv_04427.json,True,True,0.01,ok,,0.32,ok,,1.71,ok,,1.22,ok,,2238,2430,2349,2360
4895,cv_04895,T2,T2_sidebar_left,data_science,Jake Jordan,lead,24,4,3,10.7,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/pdfs/cv_04895.pdf,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/ground_truth/cv_04895.json,True,True,0.01,ok,,0.51,ok,,1.17,ok,,2.04,ok,,2357,2560,2558,2540
4073,cv_04073,T2,T2_sidebar_left,data_science,Jason Booker,senior,22,4,1,7.3,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/pdfs/cv_04073.pdf,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/ground_truth/cv_04073.json,True,True,0.01,ok,,0.36,ok,,1.13,ok,,1.21,ok,,1617,1750,1704,1716
4103,cv_04103,T2,T2_sidebar_left,data_science,Taylor Woodard,mid,23,2,3,4.8,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/pdfs/cv_04103.pdf,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/ground_truth/cv_04103.json,True,True,0.01,ok,,0.33,ok,,1.14,ok,,3.09,ok,,1597,1742,1879,2454
4973,cv_04973,T2,T2_sidebar_left,data_science,Dennis Ramirez,lead,25,3,1,8.1,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/pdfs/cv_04973.pdf,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/ground_truth/cv_04973.json,True,True,0.01,ok,,0.32,ok,,1.16,ok,,1.33,ok,,1841,1982,1908,1920
3377,cv_03377,T2,T2_sidebar_left,design,Amy Valdez,principal,21,4,2,12.1,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/pdfs/cv_03377.pdf,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/ground_truth/cv_03377.json,True,True,0.01,ok,,0.32,ok,,1.18,ok,,1.75,ok,,2089,2260,2194,2206
3935,cv_03935,T2,T2_sidebar_left,design,Michael Meyer,mid,19,2,1,4.4,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/pdfs/cv_03935.pdf,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/ground_truth/cv_03935.json,True,True,0.01,ok,,0.34,ok,,1.54,ok,,2.3,ok,,1482,1611,1808,1667
3449,cv_03449,T2,T2_sidebar_left,design,Jeanette Summers,mid,23,2,2,3.7,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/pdfs/cv_03449.pdf,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/ground_truth/cv_03449.json,True,True,0.01,ok,,0.28,ok,,1.18,ok,,2.35,ok,,1612,1762,1939,1956
3407,cv_03407,T2,T2_sidebar_left,devops,Gary Rodriguez,senior,25,3,2,7.5,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/pdfs/cv_03407.pdf,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/ground_truth/cv_03407.json,True,True,0.01,ok,,0.28,ok,,1.18,ok,,2.42,ok,,1424,1542,1786,1839
4349,cv_04349,T2,T2_sidebar_left,devops,Adam Jenkins,lead,32,4,1,8.6,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/pdfs/cv_04349.pdf,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/ground_truth/cv_04349.json,True,True,0.01,ok,,0.45,ok,,1.2,ok,,2.58,ok,,2329,2696,2545,2527
4811,cv_04811,T2,T2_sidebar_left,devops,Julie Gay,principal,33,5,2,12.7,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/pdfs/cv_04811.pdf,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/ground_truth/cv_04811.json,True,True,0.01,ok,,0.43,ok,,1.15,ok,,1.33,ok,,2075,2323,2143,2155
2915,cv_02915,T2,T2_sidebar_left,devops,Marcus Benjamin,lead,30,3,3,10.7,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/pdfs/cv_02915.pdf,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/ground_truth/cv_02915.json,True,True,0.01,ok,,0.33,ok,,1.24,ok,,1.24,ok,,1944,2106,2048,2060
4439,cv_04439,T2,T2_sidebar_left,devops,Sarah Gomez,mid,33,2,2,4.9,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/pdfs/cv_04439.pdf,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/ground_truth/cv_04439.json,True,True,0.01,ok,,0.3,ok,,1.15,ok,,4.38,ok,,1559,1716,2001,2628
4649,cv_04649,T2,T2_sidebar_left,frontend,Brent Lewis,mid,22,2,2,4.4,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/pdfs/cv_04649.pdf,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/ground_truth/cv_04649.json,True,True,0.01,ok,,0.29,ok,,1.2,ok,,3.26,ok,,1500,1638,1917,2441
4757,cv_04757,T2,T2_sidebar_left,frontend,Donna Williams,senior,25,2,1,5.9,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/pdfs/cv_04757.pdf,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/ground_truth/cv_04757.json,True,True,0.01,ok,,0.37,ok,,1.19,ok,,4.06,ok,,1829,1976,2282,3060
2525,cv_02525,T2,T2_sidebar_left,frontend,Stephanie Miller,lead,24,4,3,10.8,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/pdfs/cv_02525.pdf,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/ground_truth/cv_02525.json,True,True,0.01,ok,,0.44,ok,,1.23,ok,,2.01,ok,,2333,2585,2539,2522
4271,cv_04271,T2,T2_sidebar_left,frontend,Jamie Martin,principal,23,4,2,13.6,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/pdfs/cv_04271.pdf,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/ground_truth/cv_04271.json,True,True,0.01,ok,,0.32,ok,,1.21,ok,,3.34,ok,,2325,2490,2822,2833
2651,cv_02651,T2,T2_sidebar_left,frontend,Shane Patterson,mid,25,2,1,4.2,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/pdfs/cv_02651.pdf,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/ground_truth/cv_02651.json,True,True,0.01,ok,,0.26,ok,,1.12,ok,,2.72,ok,,1303,1426,1661,2214
3785,cv_03785,T2,T2_sidebar_left,frontend,Edward Schwartz,mid,25,2,3,3.5,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/pdfs/cv_03785.pdf,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/ground_truth/cv_03785.json,True,True,0.01,ok,,0.33,ok,,1.11,ok,,1.77,ok,,1319,1562,1402,1414
4493,cv_04493,T2,T2_sidebar_left,general_it,Kaitlyn Lawson,lead,21,3,1,9.2,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/pdfs/cv_04493.pdf,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/ground_truth/cv_04493.json,True,True,0.01,ok,,0.3,ok,,1.21,ok,,3.4,ok,,1628,1768,2055,2185
2927,cv_02927,T2,T2_sidebar_left,general_it,Russell Barnes,lead,23,3,1,8.7,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/pdfs/cv_02927.pdf,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/ground_truth/cv_02927.json,True,True,0.01,ok,,0.37,ok,,1.19,ok,,1.23,ok,,1681,1841,1774,1786
4469,cv_04469,T2,T2_sidebar_left,mobile,Sarah Cox,senior,18,3,1,6.9,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/pdfs/cv_04469.pdf,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/ground_truth/cv_04469.json,True,True,0.01,ok,,0.3,ok,,1.65,ok,,2.75,ok,,1783,1950,2081,2496
4391,cv_04391,T2,T2_sidebar_left,mobile,Ashley Sloan,lead,26,4,1,11.2,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/pdfs/cv_04391.pdf,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/ground_truth/cv_04391.json,True,True,0.01,ok,,0.37,ok,,1.16,ok,,2.53,ok,,1746,1981,2114,2096
4583,cv_04583,T2,T2_sidebar_left,mobile,John Wilson,senior,24,3,2,7.0,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/pdfs/cv_04583.pdf,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/ground_truth/cv_04583.json,True,True,0.01,ok,,0.36,ok,,1.16,ok,,3.11,ok,,1743,1909,2222,2065
3221,cv_03221,T2,T2_sidebar_left,mobile,Robin Keith,lead,22,4,1,9.9,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/pdfs/cv_03221.pdf,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/ground_truth/cv_03221.json,True,True,0.01,ok,,0.38,ok,,1.22,ok,,1.25,ok,,1948,2106,2019,2031
3905,cv_03905,T2,T2_sidebar_left,mobile,Maria Howard,lead,24,3,2,11.2,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/pdfs/cv_03905.pdf,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/ground_truth/cv_03905.json,True,True,0.01,ok,,0.38,ok,,1.21,ok,,3.4,ok,,1715,1934,2123,2112
3629,cv_03629,T2,T2_sidebar_left,product_management,Heather Howell,lead,18,4,2,10.8,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/pdfs/cv_03629.pdf,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/ground_truth/cv_03629.json,True,True,0.01,ok,,0.37,ok,,1.18,ok,,2.77,ok,,1972,2157,2250,2415
4751,cv_04751,T2,T2_sidebar_left,product_management,Susan Hanson,senior,20,5,3,7.8,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/pdfs/cv_04751.pdf,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/ground_truth/cv_04751.json,True,True,0.01,ok,,0.33,ok,,1.23,ok,,1.26,ok,,2351,2577,2479,2490
3623,cv_03623,T2,T2_sidebar_left,product_management,William Green,senior,23,2,1,7.8,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/pdfs/cv_03623.pdf,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/ground_truth/cv_03623.json,True,True,0.01,ok,,0.28,ok,,1.14,ok,,3.27,ok,,1641,1798,1923,2203
2519,cv_02519,T2,T2_sidebar_left,qa_testing,Deanna Rodriguez,mid,26,3,2,4.7,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/pdfs/cv_02519.pdf,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/ground_truth/cv_02519.json,True,True,0.01,ok,,0.29,ok,,1.17,ok,,3.12,ok,,1724,1883,2061,2101
3149,cv_03149,T2,T2_sidebar_left,qa_testing,Emily Burke,senior,24,2,3,6.7,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/pdfs/cv_03149.pdf,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/ground_truth/cv_03149.json,True,True,0.01,ok,,0.38,ok,,1.13,ok,,2.19,ok,,1773,2035,2071,2001
3519,cv_03519,T2,T2_sidebar_photo,backend,Daniel Simon,lead,25,3,1,8.2,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/pdfs/cv_03519.pdf,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/ground_truth/cv_03519.json,True,True,0.01,ok,,0.27,ok,,1.17,ok,,1.73,ok,,1408,1534,1901,1901
2553,cv_02553,T2,T2_sidebar_photo,backend,Mallory Nguyen,senior,30,2,1,7.7,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/pdfs/cv_02553.pdf,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/ground_truth/cv_02553.json,True,True,0.01,ok,,0.27,ok,,1.21,ok,,1.29,ok,,1528,1695,1996,2008
3231,cv_03231,T2,T2_sidebar_photo,backend,Benjamin Herrera,lead,28,4,1,11.2,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/pdfs/cv_03231.pdf,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/ground_truth/cv_03231.json,True,True,0.01,ok,,0.31,ok,,1.67,ok,,1.28,ok,,1645,1824,2138,2150
3543,cv_03543,T2,T2_sidebar_photo,backend,Emily Cowan,senior,23,2,2,6.7,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/pdfs/cv_03543.pdf,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/ground_truth/cv_03543.json,True,True,0.01,ok,,0.27,ok,,1.1,ok,,1.2,ok,,1010,1125,1051,1051
3159,cv_03159,T2,T2_sidebar_photo,backend,Anna Gordon,senior,27,2,1,6.6,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/pdfs/cv_03159.pdf,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/ground_truth/cv_03159.json,True,True,0.01,ok,,0.24,ok,,1.13,ok,,1.18,ok,,961,1070,1292,1304
3459,cv_03459,T2,T2_sidebar_photo,backend,Adam Le,lead,25,4,2,8.9,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/pdfs/cv_03459.pdf,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/ground_truth/cv_03459.json,True,True,0.01,ok,,0.29,ok,,1.26,ok,,1.34,ok,,1942,2131,2526,2538
2907,cv_02907,T2,T2_sidebar_photo,backend,Nancy Whitaker,lead,22,3,1,8.8,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/pdfs/cv_02907.pdf,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/ground_truth/cv_02907.json,True,True,0.01,ok,,0.25,ok,,1.71,ok,,1.25,ok,,1426,1560,1848,1848
3939,cv_03939,T2,T2_sidebar_photo,cybersecurity,Cynthia Riggs,principal,24,5,1,16.2,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/pdfs/cv_03939.pdf,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/ground_truth/cv_03939.json,True,True,0.01,ok,,0.34,ok,,1.32,ok,,1.32,ok,,2016,2170,2473,2473
3327,cv_03327,T2,T2_sidebar_photo,cybersecurity,Kevin Stout,lead,23,5,2,9.7,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/pdfs/cv_03327.pdf,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/ground_truth/cv_03327.json,True,True,0.01,ok,,0.3,ok,,1.37,ok,,1.41,ok,,2191,2392,2759,2771
2985,cv_02985,T2,T2_sidebar_photo,cybersecurity,James Cameron,mid,22,3,1,4.4,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/pdfs/cv_02985.pdf,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/ground_truth/cv_02985.json,True,True,0.01,ok,,0.25,ok,,1.19,ok,,1.23,ok,,1246,1383,1460,1460
4011,cv_04011,T2,T2_sidebar_photo,cybersecurity,Michael Martin,senior,23,2,1,7.4,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/pdfs/cv_04011.pdf,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/ground_truth/cv_04011.json,True,True,0.01,ok,,0.25,ok,,1.18,ok,,1.21,ok,,1175,1303,1539,1551
